"State","Stats_Code","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Wellington","wind",2016,"5.65","5.35","4.85","4.25","5.6","4.6","5.4","4.25","5.45","5.55","6.35","5.45"
"Wellington","wind",2017,"6.45","5","5.05","4.55","5.1","4.45","5.35","5.2","5.55","4.5","4.7","5.7"
"Wellington","wind",2018,"4.75","5.4","5.1","5.35","5.4","4.45","4.85","4.65","5.65","5.3","5.25","4.5"
"Wellington","wind",2019,"5.6","5.7","4.45","5.5","4.9","4.65","4.75","5","5","5.7","5.9","5.95"
"Wellington","wind",2020,"5.35","5.5","5.3","4.8","4.45","4.5","4.35","4.3","6.45","5.45","5.7","5.85"
"West_Coast","rain",2010,"192.1","131.6","136.35","181.9","112.65","190.7","134","183.25","340.8","116.9","48","288.8"
"West_Coast","rain",2011,"181.2","109.1","161.05","216.4","327.05","153.65","170.7","66.65","126.8","167.3","213.6","226.3"
"West_Coast","rain",2012,"179.9","139.9","98.6","119.1","127.7","311.25","157.4","134.5","256.3","315.95","76.6","198.1"
"West_Coast","rain",2013,"211.15","39.8","77.05","257.35","138.4","264","178.1","160.1","208.8","323.7","85.5","166.4"
"West_Coast","rain",2014,"170.1","86.1",NA,NA,"258.8","294.6","152.8","139.7","165.2",NA,"251.2","268.2"
"West_Coast","rain",2015,"77","86.3","300","301.4","231.3","284","206.8","240","114.7","224.6","113.1","200.4"
"West_Coast","rain",2016,"248.2","125.1","223.5","117.2","424.8","232.8","288.5","115.3","179.7","174.1","223.6","260.6"
"West_Coast","rain",2017,"319.1","122","148.7","235.9","186.1","145.4","194.5","238.4","236.3","159.9","67.9","82.2"
"West_Coast","rain",2018,"208.3","245","171.8",NA,"223.3","92.7","285.7","174.6","80.6","92.5","178.3","123.2"
"West_Coast","rain",2019,"110.3","88.7","235.4","148.8",NA,"104.9","233.1","280.3","203.2","242.6","208.9","242.1"
"West_Coast","rain",2020,"96","133.7","141.2","183","173.3","116.2","163.5",NA,"255.2","315.2","222.9","232.6"
"West_Coast","soil_moisture",2010,"34.5","25.3","31","34.9","36.8","38","37.2","39","40.4","37.4","29.9","29.1"
"West_Coast","soil_moisture",2011,"31.5","34.7","35.8","37.6","40.4","40.9","40.4","39.1","39.8","39.5","40.7","34.4"
"West_Coast","soil_moisture",2012,"28.9","30.3","35.7","34.7","37.8","41.3","38.6","38.3","40.4","41.3","35.3","35.1"
"West_Coast","soil_moisture",2013,"36.6","24.4","20.4","34.1","35.8","38","38.5","38.8","39.4","40.3","33.2","36.3"
"West_Coast","soil_moisture",2014,"37.8","34.4","36.1","37.2","40","40.7","40.4","40","38.3","39.3","40.1","39.6"
"West_Coast","soil_moisture",2015,"32","26.4","31.9","36.9","37.8","39.5","39.5","40","38.1","38.2","36.2","37"
"West_Coast","soil_moisture",2016,"36.6","30.8","35.9","37.4","40.5","40.1","40.7","39.5","39.3","39.8","40.5","39.1"
"West_Coast","soil_moisture",2017,"40.7","38.3","36.3","39.9","41","40.7","42.7","42.7","42.1","41","34.3","24.8"
"West_Coast","soil_moisture",2018,"32","33.7","34.3","37.7","38.3","36.3","39.5","38.9","37","37.5","36.4","30.9"
"West_Coast","soil_moisture",2019,"26.5","33.7","36","36.3","38.5","39.3","40.2","41.3","39.7","40.6","39.4","37.7"
"West_Coast","soil_moisture",2020,"32.8","35.2","37.9","39.2","39.6","39.9","40.9","41.3","41.7","41.2","39.3","39.7"
"West_Coast","sunshine",2010,"223.1","225","158.3","121.2","128.5","101.6","157.3","160.5","108.9","209.6","220.1","201.8"
"West_Coast","sunshine",2011,"221","196.4","234.1","153.9","76.8","99.1","110.4","149.6","165.5","155.2","173.1","238.4"
"West_Coast","sunshine",2012,"239.3","185","209.4","176.1","143.1","101.6","147","167.8","151.3","162.7","247.2","230.3"
"West_Coast","sunshine",2013,"261.9","244.8","219.2","133","154.6","102.4","116.1","127.2","156.6","119.9","222.7","217.3"
"West_Coast","sunshine",2014,"207.5","196.1","222.4",NA,"112","80.1","132.8","182.2","184.9","194.6","178.9","210.4"
"West_Coast","sunshine",2015,"286","247.1","201.9","135.7","114.2","96.4","144.9","139.1","192.3","186.2","200.3","229.9"
"West_Coast","sunshine",2016,"162.1","232.3","182.3","158.3","78.2","117.9","115.4","155.2","173.7","195.9","142.4","210.8"
"West_Coast","sunshine",2017,"149.2","223.4","176.4","163.1","118.6","102.9","128.2","142.1","147.1","158.1","253","304.4"
"West_Coast","sunshine",2018,"217.6","186.9","169.8","115.7","115","120.1","82.7","155.5","191.6","165","219.1","229.4"
"West_Coast","sunshine",2019,"217.8","239.1","181","209.6",NA,NA,NA,"140.1","153.1","186.6","159.3","183.3"
"West_Coast","sunshine",2020,"201.9","176.4","201.3","161.3","133.7","119.1","118.5","148.4","159.8",NA,"189.8","183.7"
"West_Coast","temperature",2010,"16.1","17.45","14.85","13.8","11.6","9.6","8.9","10.35","10.25","11.45","14.15","15.95"
"West_Coast","temperature",2011,"16.85","16.15","15.15","13.2","12.9","10.4","8.1","8.5","9.6","12.45","12.6","16.1"
"West_Coast","temperature",2012,"15.65","16.95","15","13.95","10.8","8.75","9.5","10.6","10.75","11.05","12.4","15.25"
"West_Coast","temperature",2013,"15.6","16.6","16.4","14.05","11.65","9.85","9.2","10.95","11","11.7","15.2","15.7"
"West_Coast","temperature",2014,"14.75","16.4","14.8","14.65","11.45","10.85","8.5","9","11.1","11.6","12","15.85"
"West_Coast","temperature",2015,"17.2","16.2","16.8","14.3","11.05","9.3","7.7","9","10.15","11.55","12.9","13.9"
"West_Coast","temperature",2016,"16.9","18.35","16.45","13.5","12.25","10.3","8.7","8.5","11.25","12","13","13.9"
"West_Coast","temperature",2017,"14.5","16.25","15.85","14.2","11.45","9.45","8.6","10.55","10.85","12.55","14.45","17.2"
"West_Coast","temperature",2018,"20.05","17.85","17.05","12.85","11.15","9.2","9","9.55","10.35","11.75","13.9","16.9"
"West_Coast","temperature",2019,"16.8","16.6","16.95","13.55","12.5",NA,"9.35",NA,"10.2","11.25","13.65","14.65"
"West_Coast","temperature",2020,"15.75","16.6","15.15","12.6","11.45","10.75","9.3","10.7","10.75","12.15","14.45","14.95"
"West_Coast","wind",2010,"4.15","3.7","3.65","3.9","3.95","4.15","3.5","3.9","5.35","4.05","3.85","4.35"
"West_Coast","wind",2011,"4.45","3.5","3.7","3.9","4.3","3.55","4.95","3.35","3.8","4.35","4.8","3.9"
"West_Coast","wind",2012,"4.3","3.65","4.1","3.8","3.5","4.75","4.25","3.6","4.8","5.5","4.35","3.8"
"West_Coast","wind",2013,"4.25","3.5","3.5","3.75","3.75","4.15","3.8","3.85","4.45","4.8","3.8","3.95"
"West_Coast","wind",2014,"4.45","3.55","3.35","4.4","3.9","4.45","4","3.8","4.15","4.85","4.85","3.85"
"West_Coast","wind",2015,"3.55","3.65","3.8","4.15","3.95","4.6","3.55","4","4.1","4.65","4.05","4"
"West_Coast","wind",2016,"3.8","3.6","3.6","3.5","4.2","3.75","4.9","3.9","4","4.25","4.85","4.45"
"West_Coast","wind",2017,"4.6","3.55","3.7","3.6","4.05","3.55","3.9","4","4.1","4.15","3.95","3.7"
"West_Coast","wind",2018,"3.65","4.4","4.05","4.25","4.05","3.8","4.1","3.55","3.9","3.65","4.35","4"
"West_Coast","wind",2019,"3.9","3.7","3.35","3.95","3.95","3.45","3.55","4.05","4.45","4.5","4.3","4.65"
"West_Coast","wind",2020,"3.65","3.9","3.75","3.5","3.35","3.95","4.05","3.6","5.1","4.2","4.45","4.25"
