"","species","decimalLatitude","decimalLongitude","eventDate","year"
"10907","Asellus aquaticus",52.672028,6.798415,2009-05-06,2009
"10908","Asellus aquaticus",52.258132,6.040149,2009-10-01,2009
"10909","Asellus aquaticus",52.635368,6.703426,2001-10-02,2001
"10910","Asellus aquaticus",52.665638,6.745135,2001-04-03,2001
"10911","Asellus aquaticus",52.551207,6.622763,2006-05-08,2006
"10912","Asellus aquaticus",52.27544,5.553361,2010-04-14,2010
"10913","Asellus aquaticus",52.583315,6.639674,2007-10-15,2007
"10914","Asellus aquaticus",52.217952,5.567195,2007-09-18,2007
"10915","Asellus aquaticus",52.618024,6.481544,2006-05-10,2006
"10916","Asellus aquaticus",52.395988,6.027076,2009-09-10,2009
"10917","Asellus aquaticus",52.154399,5.455884,2002-04-08,2002
"10918","Asellus aquaticus",52.119197,5.464882,2008-10-13,2008
"10919","Asellus aquaticus",52.050616,5.722511,2005-10-11,2005
"10920","Asellus aquaticus",52.713879,7.031344,2005-04-18,2005
"10921","Asellus aquaticus",52.713879,7.031344,2007-05-17,2007
"10922","Asellus aquaticus",51.980298,5.838984,2003-03-31,2003
"10923","Asellus aquaticus",52.768036,5.822608,2001-06-25,2001
"10924","Asellus aquaticus",52.196769,5.292736,2002-04-22,2002
"10925","Asellus aquaticus",52.685451,6.733768,2005-09-19,2005
"10926","Asellus aquaticus",52.685451,6.733768,2010-05-20,2010
"10927","Asellus aquaticus",52.380532,5.272562,2008-06-10,2008
"10928","Asellus aquaticus",52.741035,6.930515,2001-09-06,2001
"10929","Asellus aquaticus",52.365667,5.380351,2002-04-22,2002
"10930","Asellus aquaticus",52.666003,6.935863,2001-09-17,2001
"10931","Asellus aquaticus",52.394163,5.619639,2000-05-17,2000
"10932","Asellus aquaticus",52.421836,5.717734,2008-04-28,2008
"10933","Asellus aquaticus",52.528868,6.538134,2005-09-26,2005
"10934","Asellus aquaticus",52.517368,6.420556,2004-09-24,2004
"10935","Asellus aquaticus",52.83915,5.749468,2003-09-17,2003
"10936","Asellus aquaticus",52.492941,5.744078,2010-06-28,2010
"10937","Asellus aquaticus",52.389333,5.25782,2003-08-27,2003
"10938","Asellus aquaticus",52.332441,5.295352,2003-05-14,2003
"10939","Asellus aquaticus",52.329406,5.424483,2000-09-18,2000
"10940","Asellus aquaticus",52.268879,5.434086,2001-08-22,2001
"10941","Asellus aquaticus",52.467845,5.817882,2001-09-03,2001
"10942","Asellus aquaticus",52.168596,5.086023,2008-08-14,2008
"10943","Asellus aquaticus",52.30672,4.996658,2006-09-19,2006
"10944","Asellus aquaticus",52.220743,4.904279,2009-05-20,2009
"10945","Asellus aquaticus",52.278578,5.088634,2009-06-02,2009
"10946","Asellus aquaticus",52.292554,4.935542,2009-04-23,2009
"10947","Asellus aquaticus",52.271884,4.904222,2006-08-28,2006
"10948","Asellus aquaticus",52.26416,5.06752,2010-04-06,2010
"10949","Asellus aquaticus",52.133531,5.061401,2009-04-14,2009
"10950","Asellus aquaticus",52.057956,5.163944,2003-05-28,2003
"10951","Asellus aquaticus",52.068009,5.134901,2009-07-17,2009
"10952","Asellus aquaticus",52.005003,4.958131,2004-09-19,2004
"10953","Asellus aquaticus",52.009192,5.187374,2008-08-04,2008
"10954","Asellus aquaticus",52.194254,4.788204,2006-05-30,2006
"10955","Asellus aquaticus",52.184091,4.801296,2006-05-30,2006
"10956","Asellus aquaticus",51.943454,4.322978,2002-07-22,2002
"10957","Asellus aquaticus",52.237111,5.034102,2008-06-09,2008
"10958","Asellus aquaticus",52.031072,4.206467,2010-06-17,2010
"10959","Asellus aquaticus",52.100509,5.20267,2010-08-23,2010
"10960","Asellus aquaticus",52.07787,4.975857,2009-07-21,2009
"10961","Asellus aquaticus",51.930965,4.303004,2002-06-19,2002
"10962","Asellus aquaticus",52.048961,4.988047,2006-08-24,2006
"10963","Asellus aquaticus",51.98614,4.309008,2008-06-26,2008
"10964","Asellus aquaticus",51.976718,4.430335,2006-08-15,2006
"10965","Asellus aquaticus",52.087658,4.864571,2007-06-20,2007
"10966","Asellus aquaticus",52.091103,4.748422,2007-06-26,2007
"10967","Asellus aquaticus",52.068448,4.390278,2005-06-27,2005
"10968","Asellus aquaticus",52.040264,4.291729,2000-07-18,2000
"10969","Asellus aquaticus",51.915581,4.342272,2008-05-20,2008
"10970","Asellus aquaticus",52.088489,4.283019,2010-07-28,2010
"10971","Asellus aquaticus",52.018671,4.315918,2004-07-27,2004
"10972","Asellus aquaticus",52.043844,4.217151,2007-07-23,2007
"10973","Asellus aquaticus",51.985196,4.319745,2002-07-30,2002
"10974","Asellus aquaticus",52.78767,4.872102,2001-08-27,2001
"10975","Asellus aquaticus",51.966253,4.211927,2008-06-03,2008
"10976","Asellus aquaticus",51.977877,4.404067,2001-09-03,2001
"10977","Asellus aquaticus",52.726228,4.880816,2001-08-29,2001
"10978","Asellus aquaticus",52.660561,4.741911,2003-05-12,2003
"10979","Asellus aquaticus",52.023967,4.404673,2009-07-23,2009
"10980","Asellus aquaticus",52.446519,4.754169,2003-08-19,2003
"10981","Asellus aquaticus",52.624933,4.723529,2009-07-08,2009
"10982","Asellus aquaticus",52.390974,5.017011,2008-05-27,2008
"10983","Asellus aquaticus",52.052662,4.275592,2004-08-09,2004
"10984","Asellus aquaticus",52.464453,4.765007,2001-08-09,2001
"10985","Asellus aquaticus",52.46988,5.027433,2000-06-09,2000
"10986","Asellus aquaticus",52.548469,4.975679,2003-04-14,2003
"10987","Asellus aquaticus",52.558262,4.993534,2002-08-15,2002
"10988","Asellus aquaticus",52.432118,5.008198,2000-08-30,2000
"10989","Asellus aquaticus",52.929171,4.755401,2002-08-19,2002
"10990","Asellus aquaticus",52.860578,4.747379,2005-05-01,2005
"10991","Asellus aquaticus",52.894081,4.719487,2002-08-19,2002
"10992","Asellus aquaticus",52.639617,4.890855,2004-08-29,2004
"10993","Asellus aquaticus",52.764893,4.928224,2000-08-14,2000
"10994","Asellus aquaticus",52.681953,5.1832,2000-08-09,2000
"10995","Asellus aquaticus",52.742343,4.696772,2002-08-26,2002
"10996","Asellus aquaticus",52.825955,4.771891,2003-08-06,2003
"10997","Asellus aquaticus",52.912224,4.950669,2009-05-28,2009
"10998","Asellus aquaticus",52.751714,4.986837,2000-08-09,2000
"10999","Asellus aquaticus",52.519235,4.838594,2008-06-02,2008
"11000","Asellus aquaticus",52.467078,4.805983,2006-09-04,2006
"11001","Asellus aquaticus",52.718293,4.681403,2006-08-28,2006
"11002","Asellus aquaticus",52.047715,4.768269,2010-06-16,2010
"11003","Asellus aquaticus",52.700733,4.900579,2000-08-07,2000
"11004","Asellus aquaticus",51.977108,4.553698,2006-08-01,2006
"11005","Asellus aquaticus",52.662077,4.843893,2002-08-12,2002
"11006","Asellus aquaticus",52.024157,4.777002,2010-04-12,2010
"11007","Asellus aquaticus",51.949338,4.62594,2000-08-14,2000
"11008","Asellus aquaticus",51.949394,4.627685,2008-07-02,2008
"11009","Asellus aquaticus",51.969474,4.500489,2002-08-22,2002
"11010","Asellus aquaticus",51.998758,4.550587,2008-08-11,2008
"11011","Asellus aquaticus",52.018164,4.672031,2008-08-05,2008
"11012","Asellus aquaticus",52.0017,4.532241,2008-06-04,2008
"11013","Asellus aquaticus",51.907379,4.743157,2005-08-22,2005
"11014","Asellus aquaticus",52.07539,4.731769,2009-07-13,2009
"11015","Asellus aquaticus",52.117432,4.617764,2002-07-01,2002
"11016","Asellus aquaticus",52.036106,4.563531,2002-08-08,2002
"11017","Asellus aquaticus",52.298484,5.11395,2000-10-06,2000
"11018","Asellus aquaticus",51.906328,4.655748,2008-06-10,2008
"11019","Asellus aquaticus",50.86805,5.696865,2002-07-09,2002
"11020","Asellus aquaticus",51.73886,5.344742,2009-06-09,2009
"11021","Asellus aquaticus",50.779504,5.699109,2000-08-23,2000
"11022","Asellus aquaticus",51.714905,5.916088,2007-08-09,2007
"11023","Asellus aquaticus",51.768876,5.737944,2002-06-12,2002
"11024","Asellus aquaticus",51.552052,5.615126,2007-08-02,2007
"11025","Asellus aquaticus",51.662845,5.448212,2006-08-21,2006
"11026","Asellus aquaticus",51.663108,5.853722,2009-08-04,2009
"11027","Asellus aquaticus",51.565665,4.986547,2003-04-25,2003
"11028","Asellus aquaticus",51.572279,4.950859,2003-04-11,2003
"11029","Asellus aquaticus",52.619491,5.948707,2008-09-16,2008
"11030","Asellus aquaticus",51.514438,4.834578,2004-04-28,2004
"11031","Asellus aquaticus",51.579517,4.763093,2004-08-09,2004
"11032","Asellus aquaticus",51.548618,5.610986,2000-09-11,2000
"11033","Asellus aquaticus",51.520451,5.834837,2007-08-23,2007
"11034","Asellus aquaticus",51.770719,5.459036,2005-05-17,2005
"11035","Asellus aquaticus",51.769028,5.66474,2005-06-07,2005
"11036","Asellus aquaticus",51.486293,4.366125,2005-06-17,2005
"11037","Asellus aquaticus",51.714269,5.764492,2002-05-16,2002
"11038","Asellus aquaticus",51.654672,4.966396,2009-05-11,2009
"11039","Asellus aquaticus",51.690605,5.007511,2009-09-15,2009
"11040","Asellus aquaticus",51.773176,5.398796,2004-06-15,2004
"11041","Asellus aquaticus",51.674971,5.223418,2009-05-04,2009
"11042","Asellus aquaticus",51.61775,5.580023,2010-10-08,2010
"11043","Asellus aquaticus",51.419239,5.866031,2006-06-19,2006
"11044","Asellus aquaticus",51.599272,4.983652,2007-05-21,2007
"11045","Asellus aquaticus",51.645173,4.391732,2000-09-13,2000
"11046","Asellus aquaticus",51.620466,4.709043,2009-04-21,2009
"11047","Asellus aquaticus",53.302437,5.972055,2008-06-02,2008
"11048","Asellus aquaticus",51.505996,4.781675,2009-05-07,2009
"11049","Asellus aquaticus",51.430603,4.539939,2002-10-08,2002
"11050","Asellus aquaticus",51.525343,4.65922,2000-09-12,2000
"11051","Asellus aquaticus",51.532016,4.739245,2000-06-15,2000
"11052","Asellus aquaticus",53.164377,5.482633,2001-09-10,2001
"11053","Asellus aquaticus",51.497788,4.496635,2002-05-27,2002
"11054","Asellus aquaticus",51.558189,4.449881,2005-04-21,2005
"11055","Asellus aquaticus",53.064511,6.038067,2000-06-07,2000
"11056","Asellus aquaticus",51.687768,4.734991,2009-04-27,2009
"11057","Asellus aquaticus",51.403872,4.377743,2002-09-11,2002
"11058","Asellus aquaticus",53.163614,6.048707,2005-04-20,2005
"11059","Asellus aquaticus",52.519836,6.208297,2009-09-24,2009
"11060","Asellus aquaticus",52.57401,5.845088,2005-09-28,2005
"11061","Asellus aquaticus",52.590333,6.027359,2008-09-25,2008
"11062","Asellus aquaticus",52.493451,6.28953,2008-10-06,2008
"11063","Asellus aquaticus",53.053555,6.143794,2006-05-29,2006
"11064","Asellus aquaticus",52.464941,6.337805,2009-10-06,2009
"11065","Asellus aquaticus",53.10032,5.97739,2001-06-18,2001
"11066","Asellus aquaticus",52.986611,6.030856,2006-05-15,2006
"11067","Asellus aquaticus",53.097461,5.91023,2004-04-28,2004
"11068","Asellus aquaticus",52.290604,6.251696,2007-05-22,2007
"11069","Asellus aquaticus",52.315736,6.349275,2000-09-05,2000
"11070","Asellus aquaticus",52.585433,6.142381,2008-05-20,2008
"11071","Asellus aquaticus",52.58266,6.154432,2003-10-08,2003
"11072","Asellus aquaticus",52.779756,7.019557,2004-04-15,2004
"11073","Asellus aquaticus",52.621946,6.193514,2009-10-06,2009
"11074","Asellus aquaticus",53.084262,6.648134,2001-05-01,2001
"11075","Asellus aquaticus",53.084262,6.648134,2010-04-15,2010
"11076","Asellus aquaticus",52.528887,6.144655,2004-10-14,2004
"11077","Asellus aquaticus",53.03353,6.649868,2010-04-13,2010
"11078","Asellus aquaticus",52.498572,6.313051,2000-08-09,2000
"11079","Asellus aquaticus",52.42075,6.264086,2010-05-27,2010
"11080","Asellus aquaticus",53.199408,6.802869,2003-04-23,2003
"11081","Asellus aquaticus",52.44203,6.267008,2003-05-01,2003
"11082","Asellus aquaticus",52.384123,6.404668,2009-09-15,2009
"11083","Asellus aquaticus",52.392962,6.135278,2004-08-17,2004
"11084","Asellus aquaticus",52.254657,6.250997,2009-04-22,2009
"11085","Asellus aquaticus",52.299171,6.183691,2003-04-22,2003
"11086","Asellus aquaticus",52.461167,6.15144,2004-10-19,2004
"11087","Asellus aquaticus",52.267151,6.21315,2010-05-19,2010
"11088","Asellus aquaticus",52.395488,6.334845,2004-10-07,2004
"11089","Asellus aquaticus",51.849622,4.16465,2010-04-21,2010
"11090","Asellus aquaticus",53.023178,7.101207,2007-04-19,2007
"11091","Asellus aquaticus",53.052325,7.077223,2000-04-17,2000
"11092","Asellus aquaticus",53.03491,6.649461,2003-04-07,2003
"11093","Asellus aquaticus",51.822518,4.179268,2006-08-21,2006
"11094","Asellus aquaticus",53.084262,6.648134,2003-04-07,2003
"11095","Asellus aquaticus",51.81523,4.263627,2004-08-29,2004
"11096","Asellus aquaticus",53.040099,6.693449,2005-04-11,2005
"11097","Asellus aquaticus",52.925546,6.62357,2010-09-22,2010
"11098","Asellus aquaticus",51.852754,4.329767,2010-05-25,2010
"11099","Asellus aquaticus",52.962693,6.832382,2009-04-08,2009
"11100","Asellus aquaticus",53.075829,6.761082,2009-04-09,2009
"11101","Asellus aquaticus",51.90963,4.228117,2010-05-10,2010
"11102","Asellus aquaticus",51.898793,4.106441,2007-06-05,2007
"11103","Asellus aquaticus",51.691008,4.169995,2007-09-12,2007
"11104","Asellus aquaticus",51.823303,4.235893,2009-06-08,2009
"11105","Asellus aquaticus",51.837348,4.257547,2005-07-05,2005
"11106","Asellus aquaticus",51.840487,4.287057,2008-05-20,2008
"11107","Asellus aquaticus",51.781714,4.675564,2005-08-30,2005
"11108","Asellus aquaticus",51.714775,4.583819,2002-09-24,2002
"11109","Asellus aquaticus",51.749997,4.168391,2009-03-30,2009
"11110","Asellus aquaticus",51.825899,4.028084,2008-09-01,2008
"11111","Asellus aquaticus",51.862583,4.251353,2008-08-27,2008
"11112","Asellus aquaticus",51.805085,3.966402,2010-05-17,2010
"11113","Asellus aquaticus",51.83089,4.579428,2000-07-06,2000
"11114","Asellus aquaticus",51.823457,3.999217,2007-05-07,2007
"11115","Asellus aquaticus",51.864932,4.410542,2010-06-02,2010
"11116","Asellus aquaticus",51.847051,4.379435,2002-08-30,2002
"11117","Asellus aquaticus",51.798209,4.566835,2008-07-02,2008
"11118","Asellus aquaticus",51.881935,4.59504,2003-08-05,2003
"11119","Asellus aquaticus",51.888339,4.60774,2000-07-13,2000
"11120","Asellus aquaticus",51.793663,4.273747,2002-09-26,2002
"11121","Asellus aquaticus",51.875169,4.52403,2003-07-15,2003
"11122","Asellus aquaticus",51.884319,4.388957,2009-07-20,2009
"11123","Asellus aquaticus",51.774359,4.554938,2003-08-12,2003
"11124","Asellus aquaticus",51.709216,4.539802,2008-07-24,2008
"11125","Asellus aquaticus",53.358344,6.869306,2009-09-29,2009
"11126","Asellus aquaticus",51.32931,6.126412,2009-05-13,2009
"11127","Asellus aquaticus",51.295809,6.092893,2009-05-27,2009
"11128","Asellus aquaticus",51.850129,4.381979,2003-09-04,2003
"11129","Asellus aquaticus",51.558685,5.895088,2001-05-21,2001
"11130","Asellus aquaticus",51.886772,4.465732,2010-06-08,2010
"11131","Asellus aquaticus",51.479986,6.192675,2008-05-22,2008
"11132","Asellus aquaticus",53.203786,6.493193,2000-04-19,2000
"11133","Asellus aquaticus",51.401176,6.187791,2006-06-20,2006
"11134","Asellus aquaticus",53.05796,6.519311,2004-08-19,2004
"11135","Asellus aquaticus",53.069818,6.547969,2007-06-21,2007
"11136","Asellus aquaticus",53.348499,6.771726,2008-06-09,2008
"11137","Asellus aquaticus",51.166796,5.81021,2009-04-20,2009
"11138","Asellus aquaticus",51.361007,5.8982,2004-06-17,2004
"11139","Asellus aquaticus",52.245282,6.776763,2010-04-08,2010
"11140","Asellus aquaticus",51.472131,6.183281,2001-05-22,2001
"11141","Asellus aquaticus",51.293307,5.663038,2005-06-09,2005
"11142","Asellus aquaticus",51.207685,5.682986,2009-04-22,2009
"11143","Asellus aquaticus",51.203328,5.705751,2007-05-23,2007
"11144","Asellus aquaticus",52.476797,6.486435,2007-11-13,2007
"11145","Asellus aquaticus",52.289808,7.010544,2005-04-05,2005
"11146","Asellus aquaticus",52.020372,6.511933,2010-04-20,2010
"11147","Asellus aquaticus",52.009734,6.542983,2005-06-29,2005
"11148","Asellus aquaticus",52.396682,6.797129,2000-11-29,2000
"11149","Asellus aquaticus",52.358913,6.816497,2001-09-24,2001
"11150","Asellus aquaticus",52.331245,6.729097,2010-04-15,2010
"11151","Asellus aquaticus",52.002097,6.285009,2003-11-10,2003
"11152","Asellus aquaticus",52.002996,6.285027,2003-11-10,2003
"11153","Asellus aquaticus",52.278993,6.400854,2010-06-07,2010
"11154","Asellus aquaticus",51.912337,6.574634,2009-05-20,2009
"11155","Asellus aquaticus",52.220496,6.5691,2010-04-12,2010
"11156","Asellus aquaticus",52.195328,6.602718,2006-04-11,2006
"11157","Asellus aquaticus",52.011179,6.210903,2004-05-06,2004
"11158","Asellus aquaticus",51.855159,6.10185,2009-06-12,2009
"11159","Asellus aquaticus",52.23929,6.354943,2007-04-27,2007
"11160","Asellus aquaticus",51.990536,6.61893,2009-04-21,2009
"11161","Asellus aquaticus",50.758431,5.934439,2003-05-07,2003
"11162","Asellus aquaticus",52.394631,6.964013,2005-10-18,2005
"11163","Asellus aquaticus",52.351385,7.018332,2009-06-02,2009
"11164","Asellus aquaticus",51.06764,5.915484,2005-05-23,2005
"11165","Asellus aquaticus",52.303684,6.981724,2005-05-26,2005
"11166","Asellus aquaticus",51.853912,6.471046,2003-06-11,2003
"11167","Asellus aquaticus",52.111419,6.270417,2002-05-02,2002
"11168","Asellus aquaticus",50.990106,5.761974,2007-06-11,2007
"11169","Asellus aquaticus",51.126478,5.986512,2007-05-07,2007
"11170","Asellus aquaticus",51.869048,6.22645,2006-06-07,2006
"11171","Asellus aquaticus",52.008017,6.667974,2010-04-29,2010
"11172","Asellus aquaticus",52.144022,6.457776,2001-05-03,2001
"11173","Asellus aquaticus",52.897417,6.494338,2006-05-08,2006
"11174","Asellus aquaticus",51.989744,6.569899,2008-07-14,2008
"11175","Asellus aquaticus",52.239049,6.506269,2010-06-02,2010
"11176","Asellus aquaticus",52.893643,6.267626,2006-05-02,2006
"11177","Asellus aquaticus",52.863798,6.579023,2000-04-10,2000
"11178","Asellus aquaticus",52.646165,6.275817,2005-10-06,2005
"11179","Asellus aquaticus",51.953693,6.063645,2002-06-17,2002
"11180","Asellus aquaticus",52.137122,6.195697,2002-07-02,2002
"11181","Asellus aquaticus",52.662127,6.030178,2008-05-13,2008
"11182","Asellus aquaticus",52.662127,6.030178,2010-04-28,2010
"11183","Asellus aquaticus",50.817955,5.669031,2002-05-29,2002
"11184","Asellus aquaticus",51.122064,5.941391,2007-05-07,2007
"11185","Asellus aquaticus",51.346014,5.60537,2005-08-16,2005
"11186","Asellus aquaticus",52.717489,6.205629,2007-10-22,2007
"11187","Asellus aquaticus",51.3966,5.38512,2003-05-15,2003
"11188","Asellus aquaticus",52.833689,6.192963,2010-04-26,2010
"11189","Asellus aquaticus",51.510892,5.497979,2003-05-19,2003
"11190","Asellus aquaticus",52.667225,6.283783,2002-09-18,2002
"11191","Asellus aquaticus",51.322258,5.584742,2004-05-24,2004
"11192","Asellus aquaticus",51.298281,5.3943,2009-04-27,2009
"11193","Asellus aquaticus",52.662127,6.030178,2002-04-24,2002
"11194","Asellus aquaticus",51.773421,4.85807,2006-09-08,2006
"11195","Asellus aquaticus",51.850733,5.355972,2009-08-17,2009
"11196","Asellus aquaticus",51.313938,5.491176,2003-09-17,2003
"11197","Asellus aquaticus",51.823377,5.947561,2008-08-07,2008
"11198","Asellus aquaticus",51.604957,5.390423,2009-05-07,2009
"11199","Asellus aquaticus",51.840598,5.908857,2004-08-04,2004
"11200","Asellus aquaticus",51.446146,5.538789,2000-09-07,2000
"11201","Asellus aquaticus",51.58391,5.289539,2009-06-08,2009
"11202","Asellus aquaticus",51.401226,5.142963,2009-09-15,2009
"11203","Asellus aquaticus",51.464103,5.185884,2005-09-21,2005
"11204","Asellus aquaticus",51.457803,5.571086,2009-05-07,2009
"11205","Asellus aquaticus",51.322258,5.584742,2010-05-20,2010
"11206","Asellus aquaticus",51.553987,5.270023,2010-08-24,2010
"11207","Asellus aquaticus",51.637624,5.348187,2001-09-05,2001
"11208","Asellus aquaticus",51.487992,5.260935,2002-08-24,2002
"11209","Asellus aquaticus",51.869415,4.768835,2007-09-03,2007
"11210","Asellus aquaticus",51.887118,4.933574,2007-09-05,2007
"11211","Asellus aquaticus",51.900605,4.885954,2010-08-12,2010
"11212","Asellus aquaticus",51.456556,3.863234,2009-03-31,2009
"11213","Asellus aquaticus",51.499198,3.916034,2003-04-07,2003
"11214","Asellus aquaticus",51.881124,5.184995,2009-06-22,2009
"11215","Asellus aquaticus",51.898794,5.302674,2008-05-26,2008
"11216","Asellus aquaticus",51.426657,4.236607,2007-09-28,2007
"11217","Asellus aquaticus",51.584422,3.620007,2006-08-28,2006
"11218","Asellus aquaticus",51.423274,3.844704,2006-04-19,2006
"11219","Asellus aquaticus",51.914117,5.136927,2002-09-27,2002
"11220","Asellus aquaticus",51.946255,5.771983,2008-09-02,2008
"11221","Asellus aquaticus",51.889867,5.824289,2008-08-20,2008
"11222","Asellus aquaticus",51.229776,3.833622,2003-06-06,2003
"11223","Asellus aquaticus",51.912567,5.771825,2008-09-09,2008
"11224","Asellus aquaticus",52.253515,5.967147,2000-10-19,2000
"11225","Asellus aquaticus",52.310832,5.98146,2010-09-20,2010
"11226","Asellus aquaticus",52.352326,5.941285,2003-09-16,2003
"11227","Asellus aquaticus",52.204594,5.954076,2007-10-24,2007
"11228","Asellus aquaticus",52.395366,6.032327,2009-03-31,2009
"11229","Asellus aquaticus",51.847192,5.716452,2009-09-01,2009
"11230","Asellus aquaticus",52.370988,6.002457,2009-09-16,2009
"11231","Asellus aquaticus",52.284071,5.930029,2001-10-19,2001
"11232","Asellus aquaticus",52.378397,6.012253,2009-04-06,2009
"11233","Asellus aquaticus",52.1548,6.166645,2008-09-17,2008
"11234","Asellus aquaticus",51.572802,3.534932,2004-10-11,2004
"11235","Asellus aquaticus",52.254561,6.089159,2007-09-10,2007
"11236","Asellus aquaticus",52.41713,5.78408,2006-04-19,2006
"11237","Asellus aquaticus",52.40873,5.769308,2010-04-19,2010
"11238","Asellus aquaticus",51.455318,3.798737,2000-04-03,2000
"11239","Asellus aquaticus",52.323716,5.705503,2009-10-01,2009
"11240","Asellus aquaticus",52.369504,5.723452,2002-05-21,2002
"11241","Asellus aquaticus",51.448438,3.999393,2003-04-11,2003
"11242","Asellus aquaticus",52.218435,5.543783,2010-04-19,2010
"11243","Asellus aquaticus",52.224256,5.559171,2010-04-19,2010
"11244","Asellus aquaticus",52.30989,5.565573,2010-04-14,2010
"11245","Asellus aquaticus",52.291184,5.981666,2008-04-23,2008
"11246","Asellus aquaticus",52.245307,6.116702,2010-09-23,2010
"11247","Asellus aquaticus",52.240721,5.322348,2009-06-02,2009
"11248","Asellus aquaticus",52.258934,5.495592,2004-05-17,2004
"11249","Asellus aquaticus",52.229571,5.445271,2009-05-27,2009
"11250","Asellus aquaticus",52.140868,5.447099,2009-04-07,2009
"11251","Asellus aquaticus",52.133386,5.481411,2009-04-07,2009
"11252","Asellus aquaticus",52.268016,5.283341,2003-05-08,2003
"11253","Asellus aquaticus",52.285232,5.911723,2001-10-18,2001
"11254","Asellus aquaticus",52.672028,6.798415,2007-05-03,2007
"11255","Asellus aquaticus",52.730795,6.799713,2002-09-27,2002
"11256","Asellus aquaticus",52.372957,6.069593,2005-04-12,2005
"11257","Asellus aquaticus",52.798318,6.942173,2004-06-03,2004
"11258","Asellus aquaticus",52.379369,5.73087,2001-10-01,2001
"11259","Asellus aquaticus",52.57858,6.668974,2000-04-27,2000
"11260","Asellus aquaticus",52.330691,5.601394,2009-05-07,2009
"11261","Asellus aquaticus",52.396405,6.039556,2009-04-01,2009
"11262","Asellus aquaticus",52.25593,5.297809,2009-04-23,2009
"11263","Asellus aquaticus",52.154399,5.455884,2004-04-05,2004
"11264","Asellus aquaticus",52.015734,5.587518,2001-05-16,2001
"11265","Asellus aquaticus",51.987875,5.781439,2009-09-28,2009
"11266","Asellus aquaticus",52.716851,5.739682,2006-05-30,2006
"11267","Asellus aquaticus",52.787898,5.796924,2003-05-08,2003
"11268","Asellus aquaticus",52.747359,5.772553,2001-09-05,2001
"11269","Asellus aquaticus",52.733398,5.860964,2008-05-06,2008
"11270","Asellus aquaticus",52.174755,5.332385,2005-09-19,2005
"11271","Asellus aquaticus",52.112002,5.493877,2008-04-08,2008
"11272","Asellus aquaticus",52.561828,5.667227,2006-05-16,2006
"11273","Asellus aquaticus",52.700326,5.813341,2009-05-27,2009
"11274","Asellus aquaticus",52.221154,5.24862,2000-05-10,2000
"11275","Asellus aquaticus",52.549309,5.824707,2010-04-13,2010
"11276","Asellus aquaticus",52.685451,6.733768,2002-09-04,2002
"11277","Asellus aquaticus",52.411294,5.231669,2005-04-27,2005
"11278","Asellus aquaticus",52.73904,6.778802,2008-06-05,2008
"11279","Asellus aquaticus",52.440615,5.478139,2000-05-01,2000
"11280","Asellus aquaticus",52.440615,5.478139,2002-08-28,2002
"11281","Asellus aquaticus",52.584708,6.526312,2000-09-25,2000
"11282","Asellus aquaticus",52.490523,6.666419,2002-10-22,2002
"11283","Asellus aquaticus",52.77517,5.770767,2001-05-30,2001
"11284","Asellus aquaticus",52.517286,5.509353,2010-05-04,2010
"11285","Asellus aquaticus",52.492941,5.744078,2006-06-20,2006
"11286","Asellus aquaticus",52.527503,5.726969,2003-09-15,2003
"11287","Asellus aquaticus",52.170687,4.931075,2009-06-04,2009
"11288","Asellus aquaticus",52.38254,5.425688,2009-05-12,2009
"11289","Asellus aquaticus",52.345165,5.239619,2005-05-17,2005
"11290","Asellus aquaticus",52.365667,5.380351,2005-05-02,2005
"11291","Asellus aquaticus",52.463321,5.550154,2002-05-13,2002
"11292","Asellus aquaticus",52.445062,5.759694,2010-04-28,2010
"11293","Asellus aquaticus",52.297789,5.028782,2009-04-06,2009
"11294","Asellus aquaticus",52.285938,5.130441,2008-08-28,2008
"11295","Asellus aquaticus",52.230416,4.960807,2006-06-14,2006
"11296","Asellus aquaticus",52.04093,5.11198,2010-09-02,2010
"11297","Asellus aquaticus",52.092262,5.217472,2010-09-02,2010
"11298","Asellus aquaticus",52.306324,5.135455,2006-06-12,2006
"11299","Asellus aquaticus",52.061934,5.065378,2007-07-23,2007
"11300","Asellus aquaticus",52.111717,4.938158,2007-07-16,2007
"11301","Asellus aquaticus",52.111717,4.938158,2009-07-21,2009
"11302","Asellus aquaticus",51.976543,4.844354,2009-07-28,2009
"11303","Asellus aquaticus",52.089916,5.128196,2009-07-20,2009
"11304","Asellus aquaticus",52.13813,4.869385,2008-07-23,2008
"11305","Asellus aquaticus",52.004589,4.805202,2006-08-21,2006
"11306","Asellus aquaticus",52.00507,4.742439,2006-08-30,2006
"11307","Asellus aquaticus",52.153378,5.078586,2006-06-06,2006
"11308","Asellus aquaticus",51.959504,4.181054,2002-07-31,2002
"11309","Asellus aquaticus",52.034836,4.182305,2007-07-23,2007
"11310","Asellus aquaticus",52.182663,4.80886,2009-08-05,2009
"11311","Asellus aquaticus",52.133531,5.061401,2008-06-09,2008
"11312","Asellus aquaticus",52.007508,4.168183,2003-07-16,2003
"11313","Asellus aquaticus",51.972011,5.200244,2008-08-06,2008
"11314","Asellus aquaticus",51.97099,4.310507,2008-07-21,2008
"11315","Asellus aquaticus",51.987088,5.339165,2008-05-26,2008
"11316","Asellus aquaticus",51.980339,4.434654,2005-06-28,2005
